基金
代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
000962,天弘中证50,02-14,0.9326,0.9326,0.13,1.70,-2.11,9.80,14.78,20.55,-1.31,-9.41,2.74,-6.74,0.10
005607,华宝中证50,02-14,0.9772,0.9772,-0.02,1.55,-1.69,9.96,16.00,20.34,---,---,3.03,-2.28,0.12
005563,创金合信国证,02-14,1.0222,1.0222,0.39,2.04,-3.60,4.34,9.96,20.34,1.98,---,-0.86,2.22,0.15
004192,招商中证50,02-14,0.9984,0.9984,0.25,2.07,-2.82,9.64,14.00,20.33,-3.36,---,2.36,-0.16,0.12
005919,天弘中证50,02-14,0.9524,0.9524,0.14,1.71,-2.12,9.75,14.66,20.31,---,---,2.72,-4.76,0.00
202015,南方沪深30,02-14,1.5348,1.6948,0.67,2.20,-4.35,2.50,8.76,20.31,5.92,24.43,-2.20,75.06,0.12
502006,易方达国企改,02-14,1.0595,---,0.56,2.82,-3.38,5.57,12.68,20.31,6.41,13.97,-1.39,-32.50,0.10
001426,南方大数据3,02-14,1.0828,1.0828,0.32,2.32,-5.38,2.47,7.74,20.22,-1.28,7.81,-2.80,8.28,0.00
240014,华宝中证10,02-14,1.4954,1.4954,0.64,1.86,-5.05,-0.05,5.97,20.21,8.67,40.29,-3.70,49.54,0.12
005635,博时量化多策,02-14,1.0559,1.0559,0.86,2.95,-2.39,5.67,12.37,20.17,---,---,-0.06,5.59,0.15
001048,富国新兴产业,02-14,1.264,1.264,1.28,5.07,-3.81,5.33,7.21,20.15,-7.80,21.89,-5.25,26.40,0.15
005564,创金合信国证,02-14,1.0182,1.0182,0.38,2.03,-3.62,4.28,9.86,20.10,1.59,---,-0.89,1.82,0.00
501061,中金优选30,02-14,1.2437,1.2437,0.63,2.45,-5.28,2.66,7.12,20.08,---,---,-2.95,24.37,0.00
005663,嘉实金融精选,02-14,1.241,1.241,1.36,2.44,-4.66,1.65,7.53,20.03,---,---,-4.70,24.10,0.00
000311,景顺长城沪深,02-14,2.155,2.495,0.56,2.28,-4.09,2.18,7.53,19.99,2.42,28.62,-1.33,153.51,0.12
003416,招商财经大数,02-14,0.8451,0.8451,0.56,1.61,-3.33,4.62,11.17,19.97,-2.56,-10.70,-0.65,-15.49,0.15
001552,天弘中证证券,02-14,0.881,0.881,1.43,1.83,-7.54,2.28,4.17,19.93,13.46,17.20,-7.32,-11.90,0.10
162509,国联安双禧中,02-14,1.051,1.38,0.67,2.24,-4.89,0.86,7.03,19.92,6.66,32.69,-3.49,62.22,0.12
005608,华宝中证50,02-14,0.9702,0.9702,-0.01,1.55,-1.71,9.85,15.78,19.88,---,---,2.99,-2.98,0.00
004193,招商中证50,02-14,0.9958,0.9958,0.25,2.05,-2.86,9.52,13.77,19.85,-4.13,---,2.30,-0.42,0.00
502003,易方达军工分,02-14,1.2968,---,0.11,1.50,1.35,11.96,10.40,19.84,15.36,-21.63,6.08,-44.11,0.10
004342,南方沪深30,02-14,1.5357,1.6957,0.66,2.19,-4.38,2.39,8.55,19.84,5.08,---,-2.25,23.16,0.00
001052,华夏中证50,02-14,0.599,0.599,0.17,1.70,-2.44,9.71,14.97,19.80,-2.92,-10.73,2.57,-40.10,0.12
006214,平安500E,02-14,1.1471,1.1471,0.14,1.65,-2.08,9.88,15.19,19.78,---,---,2.75,14.71,0.10
540012,汇丰晋信恒生,02-14,1.5363,2.1163,0.41,1.84,-4.71,-0.37,6.49,19.74,7.09,48.50,-3.43,119.39,0.12
001553,天弘中证证券,02-14,0.8713,0.8713,1.42,1.81,-7.55,2.22,4.06,19.68,12.97,16.42,-7.36,-12.87,0.00
519714,交银消费新驱,02-14,0.976,2.801,0.00,2.20,-4.22,0.83,7.83,19.62,17.38,45.17,-1.21,201.09,0.15
005229,嘉实富时中国,02-14,1.0783,1.0783,0.68,1.93,-4.98,0.07,6.54,19.61,5.76,---,-3.89,5.76,0.00
160119,南方中证50,02-14,1.3809,1.4809,0.13,1.70,-2.33,9.92,15.08,19.61,-2.90,-11.25,2.55,50.82,0.12
006215,平安500E,02-14,1.1454,1.1454,0.14,1.65,-2.09,9.83,15.12,19.60,---,---,2.74,14.54,0.00
005628,汇安趋势动力,02-14,1.1729,1.1729,-0.43,3.58,2.37,9.98,16.37,19.59,---,---,3.49,17.29,0.15
202025,南方上证38,02-14,1.4174,1.4174,0.21,1.61,-3.79,6.09,9.99,19.51,0.18,-5.55,-0.06,41.74,0.12
001455,景顺长城中证,02-14,0.749,0.749,0.13,1.63,-1.83,9.34,14.18,19.46,-1.83,-9.21,2.88,-25.10,0.12
001725,汇添富高端制,02-14,1.426,1.426,1.13,2.15,-3.52,-2.79,5.24,19.43,0.85,---,-2.13,42.60,0.15
000761,国富健康优质,02-14,1.243,1.243,0.65,3.24,-1.51,6.51,13.31,19.40,5.61,13.93,0.89,24.30,0.15
001528,诺安先进制造,02-14,1.622,1.622,-0.31,0.19,-2.35,6.50,13.67,19.35,9.52,37.81,1.06,62.20,0.15
202211,南方中证10,02-14,1.1867,1.6606,0.62,1.76,-4.78,0.55,6.28,19.30,7.51,3.91,-3.50,82.32,0.12
320020,诺安策略精选,02-14,1.2886,1.8783,0.31,2.94,-3.15,1.15,6.02,19.29,32.16,29.51,-8.25,87.83,0.15
000008,嘉实中证50,02-14,1.4555,1.5215,0.14,1.71,-2.51,9.37,14.56,19.27,-3.64,-11.67,2.26,53.03,0.12
660008,农银沪深30,02-14,1.3816,1.3816,0.68,2.15,-4.51,2.02,8.02,19.27,5.09,22.58,-2.46,38.16,0.12
000961,天弘沪深30,02-14,1.22,1.22,0.65,2.18,-4.37,1.88,7.86,19.26,5.39,22.00,-2.30,22.00,0.10
006524,前海开源MS,02-14,1.1872,1.2872,0.56,2.19,-2.17,2.62,9.03,19.26,---,---,0.06,29.93,0.12
005761,招商MSCI,02-14,1.1511,1.1511,0.53,2.04,-3.06,4.07,9.68,19.25,---,---,-0.77,15.11,0.12
005636,博时量化多策,02-14,1.0401,1.0401,0.85,2.94,-2.46,5.47,11.91,19.20,---,---,-0.15,4.01,0.00
004348,南方中证50,02-14,1.3713,1.4713,0.14,1.70,-2.36,9.81,14.85,19.14,-3.67,---,2.50,-13.14,0.00
006525,前海开源MS,02-14,1.1845,1.2845,0.56,2.18,-2.16,2.60,8.93,19.05,---,---,0.06,29.65,0.00
005918,天弘沪深30,02-14,1.0809,1.0809,0.65,2.16,-4.39,1.83,7.76,19.02,---,---,-2.32,8.09,0.00
005832,景顺MSCI,02-14,1.1044,1.1044,0.53,2.02,-3.06,3.84,9.25,19.00,---,---,-0.86,10.44,0.12
005629,汇安趋势动力,02-14,1.1591,1.1591,-0.42,3.57,2.33,9.84,16.06,18.93,---,---,3.44,15.91,0.00
005829,建信MSCI,02-14,1.202,1.202,0.52,2.00,-3.56,3.25,8.79,18.93,---,---,-1.42,20.19,0.15
162107,金鹰量化精选,02-14,0.7497,0.7497,0.28,1.27,-5.23,-0.32,7.72,18.91,-1.32,-25.96,-3.39,20.95,0.15
399001,中海上证50,02-14,1.299,1.415,1.56,1.88,-6.95,3.02,6.54,18.90,13.65,40.95,-6.48,41.38,0.12
070039,嘉实中证50,02-14,1.1487,1.1487,0.13,1.69,-2.55,9.25,14.31,18.90,---,---,2.20,14.87,0.00
160417,华安沪深30,02-14,1.3959,1.6099,0.56,1.94,-5.98,0.67,7.25,18.86,5.49,25.24,-3.99,67.17,0.12
005691,南方中证10,02-14,1.1778,1.6516,0.62,1.75,-4.82,0.44,6.07,18.83,---,---,-3.55,5.47,0.00
000974,安信消费医药,02-14,1.438,1.498,0.42,1.99,-6.68,3.83,10.62,18.74,-1.61,26.67,-3.10,49.85,0.15
020011,国泰沪深30,02-14,0.8882,1.2715,0.61,2.12,-4.66,2.08,8.05,18.68,4.58,21.52,-2.57,-10.90,0.15
005762,招商MSCI,02-14,1.1405,1.1405,0.53,2.02,-3.10,3.94,9.40,18.64,---,---,-0.83,14.05,0.00
000478,建信中证50,02-14,2.0743,2.0743,0.29,1.98,-4.11,6.90,12.24,18.63,-6.22,-10.96,0.65,107.43,0.15
162711,广发中证50,02-14,1.1801,1.1801,0.14,1.67,-2.06,9.29,13.92,18.63,-3.67,-11.82,2.70,18.01,0.12
110020,易方达沪深3,02-14,1.3925,1.3925,0.66,2.13,-4.32,2.25,8.27,18.60,4.68,22.27,-2.22,39.25,0.12
167301,方正富邦保险,02-14,1.293,1.405,0.78,0.94,-8.75,-4.85,-2.67,18.59,6.32,37.42,-7.11,40.90,0.08
005565,创金合信国证,02-14,0.9748,0.9748,0.14,1.17,-4.18,7.49,11.49,18.57,-3.26,---,1.47,-2.52,0.15
005566,创金合信国证,02-14,0.9721,0.9721,0.14,1.18,-4.19,7.44,11.40,18.46,-3.52,---,1.45,-2.79,0.00
000688,景顺长城研究,02-14,1.531,1.551,0.53,2.27,-4.13,1.93,7.14,18.41,1.66,24.57,-1.67,55.99,0.15
005830,建信MSCI,02-14,1.1926,1.1926,0.51,1.99,-3.60,3.14,8.61,18.38,---,---,-1.46,19.25,0.00
002903,广发中证50,02-14,0.9424,0.9424,0.14,1.66,-2.08,9.24,13.79,18.38,-4.06,-12.49,2.67,-5.76,0.00
000968,广发养老指数,02-14,1.0281,1.0281,0.13,-0.43,-2.17,7.10,13.33,18.32,-0.01,5.38,2.47,2.81,0.12
160634,鹏华环保分级,02-14,0.827,0.617,-0.72,3.12,-1.66,16.81,18.14,18.31,-10.30,-18.32,6.03,-38.37,0.12
165309,建信沪深30,02-14,1.2836,1.2836,0.67,2.13,-4.49,1.81,7.38,18.21,5.28,24.83,-2.48,28.36,0.12
050002,博时沪深30,02-14,1.5095,3.5223,0.61,1.94,-4.62,2.02,8.08,18.18,3.65,24.52,-2.45,391.91,0.15
660011,农银中证50,02-14,1.3742,1.3742,0.14,1.63,-2.07,9.33,14.12,18.16,-5.57,-15.08,2.73,37.42,0.15
000051,华夏沪深30,02-14,1.335,1.335,0.68,2.14,-4.51,2.06,8.01,18.14,4.13,21.36,-2.41,33.50,0.12
002982,广发养老指数,02-14,1.0188,1.0188,0.13,-0.43,-2.19,7.06,13.23,18.12,-0.39,4.59,2.45,6.66,0.00
460220,华泰柏瑞上证,02-14,1.0987,1.0987,0.57,2.36,-3.73,6.86,10.29,18.11,3.83,3.95,-1.22,9.87,0.15
000950,易方达沪深3,02-14,0.9803,0.9803,1.25,1.18,-7.07,-1.18,1.34,18.08,11.91,25.89,-6.35,-1.97,0.10
001064,广发中证环保,02-14,0.6253,0.6253,-0.68,3.13,-1.59,16.53,17.54,18.07,-7.09,-18.13,6.13,-37.47,0.12
501016,国泰中证申万,02-14,1.0217,1.0217,1.51,2.09,-7.88,5.32,6.89,18.03,14.02,---,-8.00,2.17,0.12
005633,建信中证50,02-14,2.0536,2.0536,0.30,1.97,-4.15,6.76,11.96,18.02,---,---,0.59,-13.41,0.00
270010,广发沪深30,02-14,1.8849,2.1749,0.65,2.06,-4.71,1.51,7.23,18.01,3.84,21.01,-2.76,130.36,0.12
160706,嘉实沪深30,02-14,1.1545,3.0458,0.67,2.14,-4.61,1.84,7.78,17.96,3.67,20.50,-2.58,350.69,0.15
519677,银河定投宝腾,02-14,1.638,1.638,0.24,0.86,-3.76,8.33,12.35,17.93,-1.27,-6.45,0.74,63.80,0.00
004272,中融量化小盘,02-14,0.918,0.918,0.54,1.95,-5.36,6.73,15.37,17.92,-7.16,---,-1.02,-8.20,0.15
530010,建信上证社会,02-14,2.0193,2.0193,0.71,1.71,-5.26,1.32,5.99,17.91,10.51,33.18,-3.34,101.93,0.15
519100,长盛中证10,02-14,1.3332,2.0242,0.60,2.05,-5.10,0.12,5.83,17.84,5.76,33.41,-3.78,128.05,0.15
002984,广发中证环保,02-14,0.6197,0.6197,-0.67,3.13,-1.60,16.46,17.41,17.84,-7.48,-18.75,6.09,-17.53,0.00
004273,中融量化小盘,02-14,0.9084,0.9084,0.54,1.94,-5.38,6.66,15.32,17.82,-7.58,---,-1.06,-9.16,0.00
160633,鹏华证券分级,02-14,0.942,0.573,1.73,2.50,-7.28,5.84,7.29,17.79,9.55,-8.82,-7.47,-43.88,0.12
005639,平安300E,02-14,1.0626,1.0626,0.66,2.13,-4.49,1.79,7.69,17.77,---,---,-2.47,6.26,0.10
005457,景顺长城量化,02-14,0.9999,0.9999,0.38,2.92,-4.39,8.38,13.10,17.73,-1.84,---,2.38,-0.01,0.15
519300,大成沪深30,02-14,1.0338,2.6784,0.69,2.15,-4.43,2.89,8.54,17.71,2.37,15.51,-2.11,213.47,0.12
002987,广发沪深30,02-14,1.8659,1.8659,0.65,2.06,-4.73,1.46,7.12,17.71,3.39,19.98,-2.78,28.85,0.00
002385,博时沪深30,02-14,1.4961,1.5047,0.61,1.93,-4.65,1.91,7.86,17.71,2.82,23.04,-2.50,55.70,0.00
165515,信诚沪深30,02-14,0.899,1.579,0.67,2.16,-4.56,2.28,7.41,17.70,3.13,23.15,-2.28,58.44,0.12
160814,长盛中证金融,02-14,0.848,---,1.19,2.05,-6.61,-0.44,4.20,17.68,8.78,25.26,-5.88,-1.92,0.12
160620,鹏华资源分级,02-14,1.064,0.8,0.38,6.72,-5.42,11.70,10.00,17.63,-6.78,-7.44,-2.62,-20.08,0.12
160724,嘉实沪深30,02-14,1.211,1.211,0.67,2.13,-4.64,1.75,7.55,17.58,---,---,-2.63,18.31,0.00
006478,长盛多因子策,02-14,1.1823,1.1823,0.60,3.47,2.07,1.04,12.51,17.56,---,---,2.19,18.23,0.15
481009,工银沪深30,02-14,1.064,1.6912,0.66,2.12,-4.57,1.83,7.65,17.46,3.77,20.17,-2.55,78.45,0.12
460300,华泰柏瑞沪深,02-14,1.0956,1.7416,0.67,2.14,-5.47,1.02,6.94,17.34,3.11,18.65,-3.38,81.00,0.10
000613,国寿安保沪深,02-14,1.0784,1.7384,0.67,2.12,-4.58,1.86,7.66,17.32,2.27,17.54,-2.56,81.76,0.10
001113,南方大数据1,02-14,0.7184,0.7184,0.55,2.19,0.07,14.80,19.08,17.31,-10.97,-19.67,7.77,-28.16,0.12
161123,易方达重组分,02-14,0.9759,---,0.38,3.58,-2.41,7.15,15.03,17.26,-13.41,-29.92,1.22,-60.77,0.10
005640,平安300E,02-14,1.0546,1.0546,0.67,2.12,-4.53,1.69,7.46,17.26,---,---,-2.51,5.46,0.00
001548,天弘上证50,02-14,1.2068,1.2068,0.63,1.54,-5.27,-1.90,3.82,17.20,8.61,34.55,-4.74,20.68,0.10
501059,西部利得国企,02-14,1.2373,1.2373,0.19,3.43,-3.80,5.88,9.38,17.00,---,---,-2.99,23.73,0.12
502020,国金上证50,02-14,1.0354,1.0354,0.56,1.89,-3.36,3.10,1.31,16.99,6.12,35.09,-1.90,-3.92,0.12
001549,天弘上证50,02-14,1.1931,1.1931,0.63,1.54,-5.28,-1.94,3.72,16.97,8.17,33.68,-4.75,19.31,0.00
006131,华泰柏瑞沪深,02-14,1.0914,1.6574,0.66,2.13,-5.49,0.93,6.73,16.94,---,---,-3.41,17.80,0.00
001133,广发中证全指,02-14,0.7383,0.7383,-0.15,1.11,-6.62,6.77,13.72,16.91,-9.33,-9.21,-0.74,-26.17,0.12
005037,银华新能源新,02-14,0.8946,0.8946,-0.60,4.08,1.88,20.70,23.56,16.91,4.71,---,8.98,-10.55,0.15
006937,工银沪深30,02-14,1.0612,1.125,0.66,2.12,-4.60,1.73,7.42,16.89,---,---,-2.59,12.41,0.00
004344,南方大数据1,02-14,0.7106,0.7106,0.55,2.19,0.03,14.69,18.85,16.86,-11.67,---,7.73,-21.59,0.00
160419,华安中证全指,02-14,0.9286,0.6108,1.86,2.81,-7.10,5.97,8.82,16.81,10.82,-9.79,-7.20,-38.92,0.12
002977,广发中证全指,02-14,0.7353,0.7353,-0.15,1.11,-6.63,6.72,13.63,16.75,-9.64,-9.79,-0.77,-6.56,0.00
001733,泰达宏利量化,02-14,1.006,1.006,0.60,2.03,-4.37,3.93,12.78,16.71,-2.80,0.90,-2.33,0.60,0.12
519032,海富通上证非,02-14,1.223,1.223,0.16,1.49,-1.37,2.09,8.52,16.70,4.44,10.58,0.33,22.30,0.12
003017,广发中证军工,02-14,0.788,0.788,0.11,0.91,-0.44,8.99,6.13,16.55,10.49,-21.54,4.05,-21.20,0.12
005747,华安MSCI,02-14,1.2134,1.2134,0.51,1.91,-3.08,3.66,8.71,16.42,---,---,-0.83,21.34,0.12
005693,广发中证军工,02-14,0.7879,0.7879,0.11,0.91,-0.45,8.93,5.97,16.42,10.47,---,4.04,10.23,0.00
001277,博时国企改革,02-14,0.809,0.809,0.75,2.53,-1.70,7.29,10.22,16.40,-0.86,-2.06,1.63,-19.10,0.15
005038,银华新能源新,02-14,0.8848,0.8848,-0.61,4.07,1.84,20.55,23.28,16.39,3.76,---,8.91,-11.53,0.00
501048,汇添富中证全,02-14,0.9802,0.9802,1.83,2.38,-7.22,5.76,7.24,16.39,10.76,---,-7.49,-1.98,0.00
161629,融通证券分级,02-14,0.927,0.67,1.87,2.54,-7.39,4.88,6.76,16.36,10.40,-10.75,-7.67,-33.44,0.12
005802,添富智能制造,02-14,1.1087,1.1087,0.69,1.11,-1.50,-1.50,8.46,16.35,---,---,-0.62,10.87,0.15
161027,富国中证全指,02-14,0.918,0.579,1.77,2.34,-7.27,5.34,6.42,16.33,11.67,-7.88,-7.55,-43.50,0.12
003232,创金合信金融,02-14,0.9662,1.0484,2.29,3.78,-5.64,0.18,5.10,16.27,-1.83,5.80,-5.16,4.84,0.15
006098,华宝券商ET,02-14,1.3259,1.3259,1.62,2.06,-6.18,6.49,7.88,16.14,---,---,-6.75,32.59,0.10
000596,前海开源中证,02-14,1.267,1.267,0.08,0.56,-0.63,8.11,7.01,16.13,9.98,-24.54,3.85,26.70,0.12
167601,国金沪深30,02-14,0.9864,0.9864,0.70,3.41,-3.58,1.66,5.37,16.06,-5.90,14.22,-0.19,67.21,0.12
006726,农银汇理多因,02-14,1.1601,1.1601,0.55,1.68,-0.91,5.38,12.33,16.00,---,---,1.37,16.01,0.15
002199,前海开源中证,02-14,0.647,1.607,0.15,0.62,-0.61,8.19,6.94,15.95,9.48,-24.94,3.85,-36.04,0.12
161026,富国中证国有,02-14,0.87,1.219,0.58,2.35,-4.61,3.19,8.99,15.92,0.47,4.82,-2.68,0.84,0.12
004069,南方中证全指,02-14,0.9697,0.9697,1.83,2.51,-7.02,6.12,7.46,15.91,11.41,---,-7.22,-3.03,0.12
000979,景顺长城沪港,02-14,1.232,1.232,-0.16,0.98,0.57,9.32,10.39,15.90,10.30,29.96,2.75,23.20,0.15
502048,易方达上证5,02-14,0.9733,---,0.60,1.69,-4.61,-0.99,4.87,15.87,6.35,31.29,-4.08,-1.02,0.12
163115,申万菱信中证,02-14,1.0732,1.46,0.16,0.97,0.21,9.58,6.75,15.76,10.20,-25.20,4.75,7.28,0.10
161628,融通军工分级,02-14,0.854,0.64,0.12,0.83,-0.47,8.75,6.27,15.74,8.21,-25.54,4.02,-36.68,0.12
501047,汇添富中证全,02-14,0.9746,0.9746,1.83,2.40,-7.20,5.83,7.35,15.71,10.17,---,-7.46,-2.54,0.08
005748,华安MSCI,02-14,1.2041,1.2041,0.52,1.90,-3.11,3.53,8.42,15.65,---,---,-0.88,20.41,0.00
001237,博时上证50,02-14,1.058,1.058,0.64,1.61,-5.08,-1.63,4.23,15.63,6.80,31.84,-4.55,5.80,0.12
003318,景顺中证50,02-14,0.964,0.964,0.04,0.20,-3.23,5.77,7.89,15.62,0.55,---,-0.11,-3.60,0.12
005737,博时上证50,02-14,1.056,1.056,0.64,1.61,-5.09,-1.65,4.17,15.52,---,---,-4.56,12.66,0.00
160630,鹏华中证国防,02-14,0.787,1.136,0.38,0.25,-0.38,9.99,13.53,15.47,11.97,-28.57,4.10,-27.16,0.12
004070,南方中证全指,02-14,0.9581,0.9581,1.82,2.48,-7.05,6.01,7.23,15.43,10.52,---,-7.28,-4.19,0.00
100053,富国上证综指,02-14,1.26,1.26,0.40,1.61,-4.04,2.11,5.79,15.38,3.53,4.22,-2.85,26.00,0.15
110021,易方达上证中,02-14,1.3746,1.3746,0.61,2.44,-3.37,5.73,7.47,15.37,4.37,8.90,-1.24,37.46,0.12
005960,博时量化价值,02-14,1.0876,1.0876,0.84,3.05,-0.95,7.08,11.00,15.35,---,---,1.06,8.76,0.15
160322,华夏港股通精,02-14,1.1779,1.2279,-0.18,1.97,1.69,6.57,18.05,15.34,0.71,14.07,4.29,22.85,0.15
161217,国投瑞银中证,02-14,0.686,0.686,0.88,7.36,-3.11,15.88,13.20,15.29,-8.78,0.15,0.29,-31.40,0.12
003233,创金合信金融,02-14,0.9566,1.0479,2.29,3.76,-5.69,0.00,4.54,15.27,-2.52,5.85,-5.24,4.79,0.00
160643,鹏华中证空天,02-14,0.8775,0.8775,0.50,1.68,0.53,10.82,10.22,15.25,14.17,---,5.67,-12.26,0.12
164304,新华中证环保,02-14,1.238,0.898,-0.72,3.08,-1.82,16.20,17.06,15.25,-13.04,-25.49,5.90,-10.17,0.10
160628,鹏华地产分级,02-14,1.069,1.781,2.69,8.09,-5.15,6.67,9.01,15.23,-4.10,12.72,-5.21,72.10,0.12
005881,建信上证50,02-14,1.1934,1.1984,0.58,1.58,-4.73,-0.89,5.44,15.13,---,---,-4.18,19.84,0.00
004743,易方达上证中,02-14,1.4097,1.4097,0.61,2.44,-3.38,5.67,7.32,15.11,3.94,---,-1.26,13.74,0.00
502010,易方达证券公,02-14,1.0311,---,1.83,2.46,-6.92,6.22,7.72,15.03,9.57,-6.25,-7.14,-30.64,0.10
005880,建信上证50,02-14,1.1938,1.1988,0.57,1.58,-4.71,-0.80,5.39,14.97,---,---,-4.13,19.88,0.15
160625,鹏华证券保险,02-14,1.169,1.776,1.48,1.92,-7.95,1.24,2.73,14.94,4.42,5.28,-7.57,67.00,0.60
000042,中证财通可持,02-14,1.3224,1.8112,0.56,2.73,-5.37,1.46,4.13,14.89,5.40,22.75,-3.52,82.52,0.12
165806,东吴沪深30,02-14,1.1899,1.1899,0.61,2.12,-4.59,1.17,6.47,14.74,-7.33,7.49,-2.52,18.99,0.12
519117,浦银安盛基本,02-14,1.447,1.447,0.56,2.70,-4.24,7.19,9.87,14.66,-5.42,-10.90,-0.96,44.70,0.12
161211,国投沪深30,02-14,1.693,1.693,1.40,2.17,-6.45,-1.00,3.57,14.44,6.86,27.13,-5.89,69.30,0.12
005961,博时量化价值,02-14,1.0734,1.0734,0.85,3.04,-1.01,6.86,10.56,14.44,---,---,0.96,7.34,0.00
501067,招商富时A-,02-14,1.2408,1.2408,0.63,1.22,-4.80,-0.08,6.42,14.38,---,---,-4.11,24.08,0.08
005516,银华中小市值,02-14,0.942,0.942,0.24,1.64,-5.94,5.99,12.17,14.28,---,---,-0.32,-5.80,0.00
501068,招商富时A-,02-14,1.2349,1.2349,0.64,1.20,-4.82,-0.19,6.22,13.93,---,---,-4.15,23.49,0.00
160516,博时中证80,02-14,1.1158,0.7723,1.46,1.77,-8.49,0.51,2.25,13.68,6.06,8.45,-8.20,-22.77,0.10
161715,招商大宗商品,02-14,0.8953,1.0338,0.84,5.40,-5.23,8.65,4.81,13.62,-14.90,-15.78,-1.57,4.21,0.12
161024,富国中证军工,02-14,1.168,1.596,0.17,0.86,-0.17,8.94,5.75,13.40,8.40,-27.83,4.38,21.49,0.12
257060,国联安上证商,02-14,0.5638,0.5638,0.80,7.31,-3.13,13.76,9.73,13.37,-10.92,-3.95,-0.44,-43.62,0.15
501050,华夏上证50,02-14,1.33,1.33,0.53,1.22,-4.25,0.76,7.69,13.29,12.71,30.52,-3.76,33.00,0.15
004597,南方银行ET,02-14,1.1256,1.1256,0.78,0.99,-7.27,-3.86,1.97,13.22,5.78,---,-6.72,12.56,0.12
006343,中金MSCI,02-14,1.2019,1.2019,0.43,0.72,-5.45,-1.67,2.39,13.17,---,---,-4.04,20.19,0.10
006220,工银上证50,02-14,1.2221,1.2221,0.63,1.40,-5.81,-2.78,2.49,13.15,---,---,-5.42,22.21,0.10
040180,华安上证18,02-14,1.4504,1.4504,0.64,1.67,-5.24,-0.31,3.73,13.02,2.66,17.17,-4.21,45.04,0.12
006344,中金MSCI,02-14,1.2012,1.2012,0.43,0.71,-5.47,-1.73,2.27,12.96,---,---,-4.07,20.12,0.00
164819,工银中证环保,02-14,0.7867,0.5894,-0.69,2.97,-2.18,15.04,15.47,12.91,-16.37,-27.94,5.21,-42.69,0.10
000512,国泰沪深30,02-14,1.3948,1.8948,0.87,3.08,-3.76,2.80,8.67,12.90,-4.87,11.65,-1.25,91.59,0.10
006349,中金MSCI,02-14,1.1352,1.1352,0.42,1.54,-6.68,0.86,1.69,12.85,---,---,-4.82,13.52,0.10
004598,南方银行ET,02-14,1.1139,1.1139,0.78,0.98,-7.29,-3.95,1.76,12.78,4.95,---,-6.76,11.39,0.00
006350,中金MSCI,02-14,1.1329,1.1329,0.42,1.54,-6.69,0.80,1.57,12.63,---,---,-4.85,13.29,0.00
502053,长盛中证证券,02-14,0.824,---,1.48,1.98,-8.24,4.07,5.23,12.58,5.96,-13.10,-8.55,-9.06,0.12
006221,工银上证50,02-14,1.2155,1.2155,0.64,1.40,-5.83,-2.86,2.28,12.58,---,---,-5.45,21.55,0.00
000978,景顺长城量化,02-14,1.251,1.304,0.24,1.96,-6.15,5.13,8.59,12.40,-9.13,-6.26,-0.64,30.40,0.15
005515,银华中小市值,02-14,0.919,0.919,0.25,1.65,-5.90,5.74,11.69,12.39,---,---,-0.29,-8.10,0.15
161723,招商中证银行,02-14,1.0507,1.1559,0.80,0.99,-7.20,-4.27,1.60,12.34,3.62,23.42,-6.70,17.17,0.10
004189,华商消费行业,02-14,1.052,0.7489,-0.44,0.23,-6.21,-0.59,3.47,12.27,-23.11,---,-1.55,-25.11,0.15
006193,鑫元核心资产,02-14,1.1342,1.1342,0.47,1.93,-1.12,6.94,14.87,12.22,---,---,0.80,13.42,0.12
005870,鹏华沪深30,02-14,1.0165,1.0165,0.72,2.01,-4.18,0.85,6.43,12.20,---,---,-2.14,1.65,0.12
519180,万家180指,02-14,0.9424,3.2824,0.63,1.65,-5.32,-0.45,3.44,12.18,1.37,15.32,-4.30,276.68,0.15
160517,博时中证银行,02-14,1.0401,1.1705,0.78,1.44,-6.44,-2.26,4.11,12.16,3.81,26.00,-5.81,17.05,0.10
161720,招商中证全指,02-14,1.0211,0.6882,1.82,2.37,-7.66,4.78,5.86,12.12,5.92,-13.76,-7.89,-40.86,0.10
000916,前海开源股息,02-14,1.161,1.462,0.61,2.38,-5.92,2.74,5.93,12.07,0.43,10.62,-4.29,49.94,0.15
006194,鑫元核心资产,02-14,1.1298,1.1298,0.46,1.91,-1.19,6.70,14.48,12.01,---,---,0.70,12.98,0.00
001051,华夏上证50,02-14,0.991,0.991,0.61,1.43,-5.62,-2.46,2.80,11.98,2.80,25.92,-5.17,-0.90,0.12
001685,汇添富沪港深,02-14,1.169,1.169,0.26,1.92,3.27,11.65,16.43,11.97,-5.80,5.79,6.18,16.90,0.15
001469,广发中证全指,02-14,1.0646,1.0646,1.31,2.41,-8.05,-2.11,1.62,11.84,2.11,17.58,-7.76,6.46,0.12
180033,银华上证50,02-14,1.293,1.293,0.86,2.62,-4.79,2.70,9.02,11.75,0.54,7.93,-3.51,29.30,0.12
040190,华安上证龙头,02-14,1.307,1.307,0.46,2.19,-3.33,4.90,9.83,11.71,-4.53,3.57,-0.38,30.70,0.12
002979,广发中证全指,02-14,1.0565,1.0565,1.31,2.42,-8.07,-2.15,1.51,11.60,1.61,16.61,-7.79,25.83,0.00
