上海市场（0）,,,深圳市场（1）,
105933,0516企质,,,
105936,0519企质,,,
105937,0520企质,,,
105938,0521企质,,,
105939,0522企质,,,
105940,0523企质,,,
105941,0525企质,,,
105942,0527企质,,,
105944,0529企质,,,
105945,0601企质,,,
105946,0602企质,,,
105947,0603企质,,,
105948,0604企质,,,
105949,0605企质,,,
105951,0607企质,,,
105952,0608企质,,,
105953,0609企质,,,
105954,0610企质,,,
105955,0701企质,,,
105956,0702企质,,,
105960,0203企质,,,
106051,10地质02,,,
106054,10地质05,,,
106057,10地质08,,,
106059,10地质10,,,
106060,11地质01,,,
106061,11地质02,,,
106062,11地质03,,,
106063,11地质04,,,
106064,11地质05,,,
106065,11地质06,,,
106066,11地质07,,,
106067,11地质08,,,
106068,11沪质01,,,
106069,11沪质02,,,
106070,11粤质01,,,
106071,11粤质02,,,
106072,11浙质01,,,
106073,11浙质02,,,
106074,11深质01,,,
106075,11深质02,,,
106076,12地质01,,,
106077,12地质02,,,
106078,12地质03,,,
106079,12地质04,,,
106080,12地质05,,,
106081,12地质06,,,
106082,12地质07,,,
106083,12地质08,,,
106084,12沪质01,,,
106085,12沪质02,,,
106086,12粤质01,,,
106087,12粤质02,,,
106088,12地质09,,,
106089,12地质10,,,
106090,12浙质01,,,
106091,12浙质02,,,
106092,12深质01,,,
106093,12深质02,,,
106094,13地质01,,,
106095,13地质02,,,
106096,13地质03,,,
106097,13地质04,,,
106098,13地质05,,,
106099,13地质06,,,
106100,13地质07,,,
106101,13地质08,,,
106102,13山质01,,,
106103,13山质02,,,
106104,13地质09,,,
106105,13沪质01,,,
106106,13沪质02,,,
106107,13地质10,,,
106108,13粤质01,,,
106109,13粤质02,,,
106110,13江质01,,,
106111,13江质02,,,
106112,13地质11,,,
106113,13地质12,,,
106114,13浙质01,,,
106115,13浙质02,,,
106116,13深质01,,,
106117,13深质02,,,
510010,治理ETF ,,,
510011,治理申赎,,,
510012,申赎资金,,,
510020,超大ETF ,,,
510021,超大申赎,,,
510022,申赎资金,,,
510030,价值ETF ,,,
510031,价值申赎,,,
510032,申赎资金,,,
510050,50ETF   ,,,
510051,50申  赎,,,
510052,申赎资金,,,
510060,央企ETF ,,,
510061,央企申赎,,,
510062,申赎资金,,,
510070,民企ETF ,,,
510071,民企申赎,,,
510072,申赎资金,,,
510090,责任ETF ,,,
510091,责任申赎,,,
510092,申赎资金,,,
510110,周期ETF ,,,
510111,周期申赎,,,
510112,申赎资金,,,
510120,非周ETF ,,,
510121,非周申赎,,,
510122,申赎资金,,,
510130,中盘ETF ,,,
510131,中盘申赎,,,
510132,申赎资金,,,
510150,消费ETF ,,,
510151,消费申赎,,,
510152,申赎资金,,,
510160,小康ETF ,,,
510161,小康申赎,,,
510162,申赎资金,,,
510170,商品ETF ,,,
510171,商品申赎,,,
510172,申赎资金,,,
510180,180ETF  ,,,
510181,180申 赎,,,
510182,申赎资金,,,
510190,龙头ETF ,,,
510191,龙头申赎,,,
510192,申赎资金,,,
510210,综指ETF ,,,
510211,综指申赎,,,
510212,申赎资金,,,
510220,中小ETF ,,,
510221,中小申赎,,,
510222,申赎资金,,,
510230,金融ETF ,,,
510231,金融申赎,,,
510232,申赎资金,,,
510260,新兴ETF ,,,
510261,新兴申赎,,,
510262,申赎资金,,,
510270,国企ETF ,,,
510271,国企申赎,,,
510272,申赎资金,,,
510280,成长ETF ,,,
510281,成长申赎,,,
510282,申赎资金,,,
510290,380ETF  ,,,
510291,380申赎 ,,,
510292,申赎资金,,,
510300,300ETF  ,,,
510301,300申赎 ,,,
510302,申赎资金,,,
510305,跨市资金,,,
510310,HS300ETF,,,
510311,沪深申赎,,,
510312,申赎资金,,,
510315,跨市资金,,,
510330,华夏300 ,,,
510331,华夏300 ,,,
510332,申赎资金,,,
510335,跨市资金,,,
510410,资源ETF ,,,
510411,资源申赎,,,
510412,申赎资金,,,
510420,180EWETF,,,
510421,180E申赎,,,
510422,申赎资金,,,
510430,50等权  ,,,
510431,50E申赎 ,,,
510432,申赎资金,,,
510440,500沪市 ,,,
510441,500H申赎,,,
510442,申赎资金,,,
510450,180高ETF,,,
510451,180高ETF,,,
510452,申赎资金,,,
510500,500ETF  ,,,
510501,500申赎 ,,,
510502,申赎资金,,,
510505,跨市资金,,,
510510,广发500 ,,,
510511,广发500 ,,,
510512,申赎资金,,,
510515,跨市资金,,,
510520,诺安500 ,,,
510521,诺安申赎,,,
510522,申赎资金,,,
510525,跨市资金,,,
510610,能源行业,,,
510611,能源申赎,,,
510612,申赎资金,,,
510620,材料行业,,,
510621,材料申赎,,,
510622,申赎资金,,,
510630,消费行业,,,
510631,消费申赎,,,
510632,申赎资金,,,
510650,金融行业,,,
510651,金融申赎,,,
510652,申赎资金,,,
510660,医药行业,,,
510661,医药申赎,,,
510662,申赎资金,,,
510680,万家380 ,,,
510681,万家申赎,,,
510682,申赎资金,,,
510700,百强ETF ,,,
510701,百强申赎,,,
510702,申赎资金,,,
510880,红利ETF ,,,
510881,红利申赎,,,
510882,申赎资金,,,
510900,H股ETF  ,,,
510901,H股申赎 ,,,
510902,申赎资金,,,
510905,跨境资金,,,
511010,国债ETF ,,,
511011,国债申赎,,,
511012,申赎资金,,,
511210,企债ETF ,,,
511211,企债申赎,,,
511212,申赎资金,,,
511880,银华日利,,,
511881,日利申赎,,,
511882,申赎资金,,,
511885,日利申赎,,,
511990,华宝添益,,,
511991,添益申赎,,,
511992,申赎资金,,,
511995,货币申赎,,,
512010,医药ETF ,,,
512011,医药申赎,,,
512012,申赎资金,,,
512015,跨市资金,,,
512110,中证地产,,,
512111,地产申赎,,,
512112,申赎资金,,,
512115,跨市资金,,,
512120,中证医药,,,
512121,医药申赎,,,
512122,申赎资金,,,
512125,跨市资金,,,
513100,纳指ETF ,,,
513101,纳指申赎,,,
513102,申赎资金,,,
513105,跨境资金,,,
513500,标普500 ,,,
513501,标普申赎,,,
513502,申赎资金,,,
513505,非沪资金,,,
518800,国泰黄金,,,
518801,国泰申赎,,,
518802,申赎资金,,,
518805,跨市资金,,,
518880,黄金ETF ,,,
518881,黄金申赎,,,
518882,申赎资金,,,
518885,现金申赎,,,
522001,银华YXZT,,,
522002,安信转托,,,
522003,海富SYZT,,,
522005,海富GPZT,,,
522007,海富QHZT,,,
522008,添富YSZT,,,
522011,海富JXZT,,,
522013,海富YSZT,,,
522015,海富EHZT,,,
522017,大成CZZT,,,
522018,添富JHZT,,,
522019,大成JYZT,,,
522020,国泰JTZT,,,
522021,金鼎JZZT,,,
522023,海富ZQZT,,,
522025,海富LXZT,,,
522026,海富XPZT,,,
522027,海富SZZT,,,
522028,华夏WZZT,,,
522029,华夏WZZT,,,
522030,海富WGZT,,,
522032,海富FZZT,,,
522033,海富GCZT,,,
522034,海富DTZT,,,
522035,富国TBZT,,,
522039,长盛TDZT,,,
522050,海富YLZT,,,
522056,海富NXZT,,,
522066,添富LCZT,,,
522068,添富JDZT,,,
522069,添富JZZT,,,
522078,添富ZSZT,,,
522087,新华FHZT,,,
522089,新华CZZT,,,
522093,新华ZSZT,,,
522095,新华HYZT,,,
522097,新华SZZT,,,
522099,新华ZTZT,,,
522100,长盛YBZT,,,
522110,浦银JZZT,,,
522111,浦银SYZT,,,
522112,收益ZCZT,,,
522113,浦银SHZT,,,
522115,浦银HLZT,,,
522116,浦银30ZT,,,
522117,浦银40ZT,,,
522118,幸福ZAZT,,,
522119,幸福ZBZT,,,
522120,新兴CYZT,,,
522121,6月债ZT ,,,
522122,6月ZCZT ,,,
522123,浦银添ZT,,,
522124,浦银TCZT,,,
522125,浦银XFZT,,,
522150,新华XFZT,,,
522152,新华AZT ,,,
522153,新华CZT ,,,
522156,新华PZZT,,,
522158,新华QSZT,,,
522162,新华ZAZT,,,
522163,新华ZCZT,,,
522180,万家18ZT,,,
522181,万家HXZT,,,
522183,万家YQZT,,,
522185,万家JXZT,,,
522186,万家WZZT,,,
522188,万家HAZT,,,
522189,万家HCZT,,,
522190,万家DLZT,,,
522191,万家CJZT,,,
522300,大成ZSZT,,,
522505,海富HAZT,,,
522506,海富HBZT,,,
522507,万家HBZT,,,
522508,万家HAZT,,,
522509,浦银HBZT,,,
522510,浦银HBZT,,,
522511,万家DYZT,,,
522512,万家DEZT,,,
522513,万家DSZT,,,
522518,添富HBZT,,,
522519,友邦ZLZT,,,
522521,万家SYZT,,,
522522,万家SEZT,,,
522523,万家SSZT,,,
522528,海富JAZT,,,
522529,海富JBZT,,,
522566,RRYZTA  ,,,
522567,RRYZTB  ,,,
522598,利息BZT ,,,
522599,利息AZT ,,,
522656,银河LAZT,,,
522657,银河LCZT,,,
522660,银河ZLAT,,,
522661,银河ZLCT,,,
522662,银河HAZT,,,
522663,银河HCZT,,,
522666,银河YXZT,,,
522668,银河CZZT,,,
522669,银河LXZT,,,
522670,银河HYZT,,,
522671,300JZZT ,,,
522672,银河LCZT,,,
522674,银河CXZT,,,
522676,银河BBZT,,,
522678,银河XFZT,,,
522679,银河ZTZT,,,
522680,交银ZLZT,,,
522683,交银SLZT,,,
522688,交银JXZT,,,
522690,交银WJZT,,,
522692,交银CZZT,,,
522698,交银XFZT,,,
522700,交银ZTZT,,,
522702,交银QSZT,,,
522704,交银ZZZT,,,
522706,交银JZZT,,,
522712,交银HXZT,,,
522714,交银DQZT,,,
522718,交银FCZT,,,
522723,交银SLZT,,,
522727,交银30ZT,,,
522733,交银QZZT,,,
522908,兴华转托,,,
522976,CXZZCZT ,,,
522977,CXZZAZT ,,,
522979,长信NXZT,,,
522983,长信LHZT,,,
522985,CXZDZZT ,,,
522987,长信HLZT,,,
522989,长信LFZT,,,
522991,长信SLZT,,,
522993,长信ZLZT,,,
522995,长信JLZT,,,
522997,长信YLZT,,,
519001,银华优选,,,
519002,安信消费,,,
519003,海富收益,,,
519005,海富股票,,,
519007,海富回报,,,
519008,添富优势,,,
519011,海富精选,,,
519013,海富优势,,,
519015,海富贰号,,,
519017,大成成长,,,
519018,添富均衡,,,
519019,大成景阳,,,
519020,国泰金泰,,,
519021,金鼎价值,,,
519023,海富债券,,,
519025,海富领先,,,
519026,海富小盘,,,
519027,海富周期,,,
519028,华夏稳增,,,
519029,华夏稳增,,,
519030,海富稳固,,,
519032,海富非周,,,
519033,海富国策,,,
519034,海富低碳,,,
519035,富国天博,,,
519039,长盛同德,,,
519050,海富养老,,,
519056,海富内需,,,
519060,海富纯C ,,,
519061,海富纯A ,,,
519066,添富蓝筹,,,
519068,添富焦点,,,
519069,添富价值,,,
519078,添富增收,,,
519087,新华分红,,,
519089,新华成长,,,
519093,新华钻石,,,
519095,新华行业,,,
519097,新华市值,,,
519099,新华主题,,,
519100,长盛100 ,,,
519110,浦银价值,,,
519111,浦银收益,,,
519112,收益债C ,,,
519113,浦银生活,,,
519115,浦银红利,,,
519116,浦银300 ,,,
519117,浦银400 ,,,
519118,幸福债A ,,,
519119,幸福债B ,,,
519120,新兴产业,,,
519121,6月债A  ,,,
519122,6月债C  ,,,
519123,浦银添A ,,,
519124,浦银添C ,,,
519125,浦银消费,,,
519150,新华消费,,,
519152,新华纯A ,,,
519153,新华纯C ,,,
519156,新华配置,,,
519158,新华趋势,,,
519160,新华惠A ,,,
519161,新华惠C ,,,
519162,新华增A ,,,
519163,新华增C ,,,
519165,新华鑫利,,,
519180,万家 180,,,
519181,万家和谐,,,
519183,万家引擎,,,
519185,万家精选,,,
519186,万家稳增,,,
519188,万家恒A ,,,
519189,万家恒C ,,,
519190,万家得利,,,
519191,万家城建,,,
519192,万家市政,,,
519300,大成300A,,,
519505,海富货A ,,,
519506,海富货B ,,,
519507,万家货B ,,,
519508,万家货A ,,,
519509,浦银货A ,,,
519510,浦银货B ,,,
519511,万家单一,,,
519512,万家单二,,,
519513,万家单三,,,
519518,添富货币,,,
519519,友邦增利,,,
519521,万家双一,,,
519522,万家双二,,,
519523,万家双三,,,
519528,海富金A ,,,
519529,海富金B ,,,
519566,日日盈A ,,,
519567,日日盈B ,,,
519598,利息B   ,,,
519599,利息A   ,,,
519656,银河灵A ,,,
519657,银河灵C ,,,
519660,银河增A ,,,
519661,银河增C ,,,
519662,银河回A ,,,
519663,银河回C ,,,
519666,银河银信,,,
519668,银河成长,,,
519669,银河领先,,,
519670,银河行业,,,
519671,300价值 ,,,
519672,银河蓝筹,,,
519674,银河创新,,,
519676,银河保本,,,
519677,定投宝  ,,,
519678,银河消费,,,
519679,银河主题,,,
519680,交银增利,,,
519683,交银双利,,,
519688,交银精选,,,
519690,交银稳健,,,
519692,交银成长,,,
519698,交银先锋,,,
519700,交银主题,,,
519702,交银趋势,,,
519704,交银制造,,,
519706,交银价值,,,
519712,交银核心,,,
519714,交银等权,,,
519718,交银纯债,,,
519723,交银双轮,,,
519727,交银30  ,,,
519733,交银强债,,,
519734,交银强后,,,
519735,交银强销,,,
519800,保证金A ,,,
519801,保证金B ,,,
519808,嘉实宝A ,,,
519809,嘉实宝B ,,,
519858,广发宝A ,,,
519859,广发宝B ,,,
519886,安心利A ,,,
519887,安心利B ,,,
519888,添富快线,,,
519889,添富快B ,,,
519898,现金宝A ,,,
519899,现金宝B ,,,
519908,基金兴华,,,
519972,CX纯债C ,,,
519973,CX纯债A ,,,
519976,CX转债C ,,,
519977,CX转债A ,,,
519979,长信内需,,,
519983,长信量化,,,
519985,CX中短债,,,
519987,长信恒利,,,
519989,长信利丰,,,
519991,长信双利,,,
519993,长信增利,,,
519995,长信金利,,,
519997,长信银利,,,
521165,新华鑫认,,,
523001,银华YXFH,,,
523002,安信分红,,,
523003,海富SYFH,,,
523005,海富GPFH,,,
523007,海富QHFH,,,
523008,添富YSFH,,,
523011,海富JXFH,,,
523013,海富YSFH,,,
523015,海富EHFH,,,
523017,大成CZFH,,,
523018,添富JHFH,,,
523019,大成JYFH,,,
523020,国泰JTFH,,,
523021,金鼎JZFH,,,
523023,海富ZQFH,,,
523025,海富LXFH,,,
523026,海富XPFH,,,
523027,海富SZFH,,,
523028,华夏WZFH,,,
523029,华夏WZFH,,,
523030,海富WGFH,,,
523032,海富FZFH,,,
523033,海富GCFH,,,
523034,海富DTFH,,,
523035,富国TBFH,,,
523039,长盛TDFH,,,
523050,海富YLFH,,,
523056,海富NXFH,,,
523066,添富LCFH,,,
523068,添富JDFH,,,
523069,添富JZFH,,,
523078,添富ZSFH,,,
523087,新华FHFH,,,
523089,新华CZFH,,,
523093,新华ZSFH,,,
523095,新华HYFH,,,
523097,新华SZFH,,,
523099,新华ZTFH,,,
523100,长盛YBFH,,,
523110,浦银JZFH,,,
523111,浦银SYFH,,,
523112,收益ZCFH,,,
523113,浦银SHFH,,,
523115,浦银HLFH,,,
523116,浦银30FH,,,
523117,浦银40FH,,,
523118,幸福ZAFH,,,
523120,新兴CYFH,,,
523121,6月债FH ,,,
523123,浦银添FH,,,
523124,浦银TCFH,,,
523125,浦银XFFH,,,
523150,新华XFFH,,,
523152,新华AFH ,,,
523153,新华CFH ,,,
523156,新华PZFH,,,
523158,新华QSFH,,,
523162,新华ZAFH,,,
523163,新华ZCFH,,,
523180,万家18FH,,,
523181,万家HXFH,,,
523183,万家YQFH,,,
523185,万家JXFH,,,
523186,万家WZFH,,,
523188,万家HAFH,,,
523189,万家HCFH,,,
523190,万家DLFH,,,
523191,万家CJFH,,,
523300,大成ZSFH,,,
523519,友邦ZLFH,,,
523656,银河LAFH,,,
523657,银河LCFH,,,
523660,银河ZLAF,,,
523661,银河ZLCF,,,
523662,银河HAFH,,,
523663,银河HCFH,,,
523666,银河YXFH,,,
523668,银河CZFH,,,
523669,银河LXFH,,,
523670,银河HYFH,,,
523671,300JZFH ,,,
523672,银河LCFH,,,
523674,银河CXFH,,,
523676,银河BBFH,,,
523678,银河XFFH,,,
523679,银河ZTFH,,,
523680,交银ZLFH,,,
523683,交银SLFH,,,
523688,交银JXFH,,,
523690,交银WJFH,,,
523692,交银CZFH,,,
523698,交银XFFH,,,
523700,交银ZTFH,,,
523702,交银QSFH,,,
523704,交银ZZFH,,,
523706,交银JZFH,,,
523712,交银HXFH,,,
523714,交银DQFH,,,
523718,交银FCFH,,,
523723,交银SLFH,,,
523727,交银30FH,,,
523733,交银QZFH,,,
523908,兴华分红,,,
523976,CXZZCFH ,,,
523977,CXZZAFH ,,,
523979,长信NXFH,,,
523983,长信LHFH,,,
523985,CXZDZFH ,,,
523987,长信HLFH,,,
523989,长信LFFH,,,
523991,长信SLFH,,,
523993,长信ZLFH,,,
523995,长信JLFH,,,
523997,长信YLFH,,,
090002,0002质押,,,
090003,0003质押,,,
090005,0005质押,,,
090007,0007质押,,,
090008,0008质押,,,
090009,0009质押,,,
090012,0012质押,,,
090013,0013质押,,,
090014,0014质押,,,
090015,0015质押,,,
090017,0017质押,,,
090018,0018质押,,,
090019,0019质押,,,
090020,0020质押,,,
090022,0022质押,,,
090023,0023质押,,,
090024,0024质押,,,
090026,0026质押,,,
090027,0027质押,,,
090028,0028质押,,,
090029,0029质押,,,
090031,0031质押,,,
090032,0032质押,,,
090033,0033质押,,,
090034,0034质押,,,
090037,0037质押,,,
090038,0038质押,,,
090039,0039质押,,,
090040,0040质押,,,
090041,0041质押,,,
090099,0010质押,,,
090107,0107质押,,,
090213,0213质押,,,
090303,0303质押,,,
090501,0501质押,,,
090504,0504质押,,,
090512,0512质押,,,
090603,0603质押,,,
090609,0609质押,,,
090616,0616质押,,,
090619,0619质押,,,
090703,0703质押,,,
090706,0706质押,,,
090707,0707质押,,,
090710,0710质押,,,
090713,0713质押,,,
090714,0714质押,,,
090718,0718质押,,,
090801,0801质押,,,
090802,0802质押,,,
090803,0803质押,,,
090806,0806质押,,,
090807,0807质押,,,
090810,0810质押,,,
090813,0813质押,,,
090814,0814质押,,,
090818,0818质押,,,
090820,0820质押,,,
090822,0822质押,,,
090823,0823质押,,,
090825,0825质押,,,
090901,0901质押,,,
090902,0902质押,,,
090903,0903质押,,,
090905,0905质押,,,
090906,0906质押,,,
090907,0907质押,,,
090910,0910质押,,,
090911,0911质押,,,
090912,0912质押,,,
090913,0913质押,,,
090916,0916质押,,,
090917,0917质押,,,
090918,0918质押,,,
090919,0919质押,,,
090920,0920质押,,,
090923,0923质押,,,
090924,0924质押,,,
090925,0925质押,,,
090926,0926质押,,,
090927,0927质押,,,
090930,0930质押,,,
090931,0931质押,,,
090932,0932质押,,,
091002,11国质02,,,
091003,11国质03,,,
091004,11国质04,,,
091005,11国质05,,,
091006,11国质06,,,
091008,11国质08,,,
091010,11国质10,,,
091012,11国质12,,,
091013,11国质13,,,
091014,11国质14,,,
091015,11国质15,,,
091016,11国质16,,,
091017,11国质17,,,
091019,11国质19,,,
091021,11国质21,,,
091022,11国质22,,,
091023,11国质23,,,
091024,11国质24,,,
091025,11国质25,,,
091028,12国质03,,,
091029,12国质04,,,
091030,12国质05,,,
091031,12国质06,,,
091032,12国质07,,,
091033,12国质08,,,
091034,12国质09,,,
091035,12国质10,,,
091037,12国质12,,,
091038,12国质13,,,
091039,12国质14,,,
091040,12国质15,,,
091041,12国质16,,,
091042,12国质17,,,
091043,12国质18,,,
091045,12国质20,,,
091046,12国质21,,,
091047,13国质01,,,
091049,13国质03,,,
091050,13国质04,,,
091051,13国质05,,,
091052,13国质06,,,
091053,13国质07,,,
091054,13国质08,,,
091055,13国质09,,,
091056,13国质10,,,
091057,13国质11,,,
091058,13国质12,,,
091059,13国质13,,,
091060,13国质14,,,
091061,13国质15,,,
091062,13国质16,,,
091063,13国质17,,,
091064,13国质18,,,
091065,13国质19,,,
091066,13国质20,,,
091067,13国质21,,,
091068,13国质22,,,
091069,13国质23,,,
091070,13国质24,,,
091071,13国质25,,,
091072,14国质01,,,
091073,14国质02,,,
091074,14国质03,,,
091075,14国质04,,,
091076,14国质05,,,
091077,14国质06,,,
100950,潍投回售,,,
100976,广汇回售,,,
100977,滇投回售,,,
108001,国质1301,,,
108002,国质1302,,,
108003,国质1401,,,
190007,博汇转股,,,
190009,双良转股,,,
190011,歌华转股,,,
190012,海运转股,,,
190015,石化转股,,,
190016,川投转股,,,
190017,中海转股,,,
190018,国电转股,,,
190019,恒丰转股,,,
190020,南山转股,,,
190022,同仁转股,,,
190023,民生转股,,,
190024,隧道转股,,,
191001,中行转股,,,
191002,工行转股,,,
191003,重工转股,,,
738008,首创投票,,,
738012,皖通投票,,,
738017,日照投票,,,
738019,宝钢投票,,,
738023,浙能投票,,,
738033,福高投票,,,
738039,路桥投票,,,
738048,保利投票,,,
738051,联合投票,,,
738053,中江投票,,,
738054,黄山投票,,,
738057,象屿投票,,,
738058,五矿投票,,,
738122,宏图投票,,,
738172,黄河投票,,,
738176,玻纤投票,,,
738180,瑞茂投票,,,
738188,兖煤投票,,,
738192,长电投票,,,
738196,复星投票,,,
738206,有研投票,,,
738218,全柴投票,,,
738221,海航投票,,,
738229,碱业投票,,,
738234,山水投票,,,
738235,民丰投票,,,
738238,椰岛投票,,,
738270,外运投票,,,
738276,恒瑞投票,,,
738280,中央投票,,,
738292,中电投票,,,
738293,新材投票,,,
738305,恒顺投票,,,
738312,平高投票,,,
738321,国栋投票,,,
738343,动力投票,,,
738352,龙盛投票,,,
738368,五洲投票,,,
738373,中文投票,,,
738375,华菱投票,,,
738376,首开投票,,,
738378,天科投票,,,
738389,江山投票,,,
738401,海润投票,,,
738406,南瑞投票,,,
738420,现代投票,,,
738422,昆药投票,,,
738426,恒升投票,,,
738432,吉恩投票,,,
738446,金证投票,,,
738460,士兰投票,,,
738466,迪康投票,,,
738486,扬农投票,,,
738493,凤竹投票,,,
738502,水利投票,,,
738505,西电投票,,,
738508,上能投票,,,
738526,菲达投票,,,
738536,中软投票,,,
738549,厦钨投票,,,
738568,中珠投票,,,
738572,康贝投票,,,
738573,惠泉投票,,,
738583,海工投票,,,
738585,海螺投票,,,
738597,光明投票,,,
738630,龙头投票,,,
738637,视通投票,,,
738652,爱使投票,,,
738657,信达投票,,,
738666,西药投票,,,
738678,金顶投票,,,
738686,金龙投票,,,
738692,亚通投票,,,
738703,三安投票,,,
738727,鲁北投票,,,
738736,苏新投票,,,
738742,富维投票,,,
738743,华远投票,,,
738750,江中投票,,,
738759,正和投票,,,
738764,中电投票,,,
738765,重机投票,,,
738766,园城投票,,,
738784,鲁银投票,,,
738787,中储投票,,,
738791,京能投票,,,
738801,华新投票,,,
738804,鹏博投票,,,
738805,悦达投票,,,
738806,昆机投票,,,
738811,东方投票,,,
738823,世茂投票,,,
738831,广电投票,,,
738866,星湖投票,,,
738873,梅花投票,,,
738875,东方投票,,,
738893,动力投票,,,
738896,海盛投票,,,
738967,北创投票,,,
738971,恒源投票,,,
738975,五丰投票,,,
738982,宁热投票,,,
738983,三洋投票,,,
738988,赤金投票,,,
751001,银河证券,,,
751002,银河证券,,,
751003,国泰君安,,,
751004,国泰君安,,,
751005,海通证券,,,
751006,上海证券,,,
751007,华泰证券,,,
751008,华泰证券,,,
751009,申银万国,,,
751010,渤海证券,,,
751011,长江证券,,,
751012,申银万国,,,
751014,长江证券,,,
751015,平安证券,,,
751016,中信证券,,,
751017,平安证券,,,
751018,光大证券,,,
751019,中信证券,,,
751020,光大证券,,,
751021,国信证券,,,
751022,招商证券,,,
751023,国信证券,,,
751024,招商证券,,,
751025,中金公司,,,
751026,华安证券,,,
751029,中金公司,,,
751031,东方证券,,,
751032,中银证券,,,
751034,国海证券,,,
751035,东吴证券,,,
751036,中信建投,,,
751037,安信证券,,,
751039,第一创业,,,
751040,第一创业,,,
751041,第一创业,,,
751043,国元证券,,,
751044,兴业证券,,,
751046,中国人寿,,,
751047,中国人保,,,
751048,平安保险,,,
751052,东方证券,,,
751053,西部证券,,,
751054,中银证券,,,
751057,中科证券,,,
751058,汉唐证券,,,
751059,金通证券,,,
751060,华泰财险,,,
751061,社保基金,,,
751062,国海证券,,,
751063,世纪证券,,,
751065,邮储银行,,,
751066,中信建投,,,
751068,银河证券,,,
751069,国泰君安,,,
751071,华泰证券,,,
751072,申银万国,,,
751074,长江证券,,,
751075,平安证券,,,
751076,中信证券,,,
751077,光大证券,,,
751078,国信证券,,,
751079,招商证券,,,
751080,中金公司,,,
751081,兴业证券,,,
751082,中国人寿,,,
751083,南京银行,,,
751085,东方证券,,,
751086,中银证券,,,
751087,交通银行,,,
751088,国海证券,,,
751090,中信建投,,,
751091,安信证券,,,
751092,银河证券,,,
751093,国泰君安,,,
751095,华泰证券,,,
751096,申银万国,,,
751097,渤海证券,,,
751098,长江证券,,,
751099,平安证券,,,
751100,中信证券,,,
751101,光大证券,,,
751102,国信证券,,,
751103,招商证券,,,
751104,中金公司,,,
751106,中国人寿,,,
751107,南京银行,,,
751109,东方证券,,,
751110,中银证券,,,
751112,国海证券,,,
751113,浦发银行,,,
751114,中信建投,,,
751115,安信证券,,,
751200,工商银行,,,
751201,工商银行,,,
751204,农业银行,,,
751205,农业银行,,,
751208,建设银行,,,
751209,建设银行,,,
751212,交通银行,,,
751213,交通银行,,,
751216,中信银行,,,
751217,中信银行,,,
751220,光大银行,,,
751221,光大银行,,,
751224,华夏银行,,,
751225,华夏银行,,,
751228,浦发银行,,,
751229,浦发银行,,,
751232,兴业银行,,,
751233,兴业银行,,,
751236,招商银行,,,
751237,招商银行,,,
751240,平安银行,,,
751241,平安银行,,,
751244,民生银行,,,
751245,民生银行,,,
751248,北京银行,,,
751249,北京银行,,,
751252,南京银行,,,
751253,南京银行,,,
751256,宁波银行,,,
751257,宁波银行,,,
751260,中国人寿,,,
751261,中国人寿,,,
751264,中国平安,,,
751265,中国平安,,,
751268,泰康资产,,,
751269,泰康资产,,,
751272,国泰君安,,,
751273,国泰君安,,,
751276,申银万国,,,
751277,申银万国,,,
751280,中信证券,,,
751281,中信证券,,,
751284,中银国际,,,
751285,中银国际,,,
751288,招商证券,,,
751289,招商证券,,,
751292,第一创业,,,
751293,第一创业,,,
751296,广发证券,,,
751297,广发证券,,,
751300,东方证券,,,
751301,东方证券,,,
751304,长江证券,,,
751305,长江证券,,,
751308,中金公司,,,
751309,中金公司,,,
751312,中信建投,,,
751313,中信建投,,,
751316,国海证券,,,
751317,国海证券,,,
751320,中投证券,,,
751321,中投证券,,,
751324,安信证券,,,
751325,安信证券,,,
751328,平安证券,,,
751329,平安证券,,,
751332,宏源证券,,,
751333,宏源证券,,,
751336,东海证券,,,
751337,东海证券,,,
751340,信达证券,,,
751341,信达证券,,,
751344,长城证券,,,
751345,长城证券,,,
751348,华泰证券,,,
751349,华泰证券,,,
751352,中德证券,,,
751353,中德证券,,,
751356,中山证券,,,
751357,中山证券,,,
751360,摩根华鑫,,,
751361,摩根华鑫,,,
751364,华融证券,,,
751365,华融证券,,,
751368,光大证券,,,
751369,光大证券,,,
751372,银河证券,,,
751373,银河证券,,,
751376,国开证券,,,
751377,国开证券,,,
751380,民生证券,,,
751381,民生证券,,,
751384,国信证券,,,
751385,国信证券,,,
751900,国泰君安,,,
751906,中国人保,,,
751930,交通银行,,,
751936,中国人保,,,
751941,银河证券,,,
751956,交通银行,,,
751968,交通银行,,,
751970,12国航02,,,
751971,13中油01,,,
751972,13安信债,,,
751973,12兖煤03,,,
751974,12广汽01,,,
751975,13鲁金01,,,
751976,11航民02,,,
751977,13京能01,,,
751978,13魏桥01,,,
751979,13华域01,,,
751980,13华域02,,,
751981,13外运债,,,
751982,13海通01,,,
751983,13南车01,,,
751984,12拜克01,,,
751985,13盛屯债,,,
751986,12哈电01,,,
751987,13杉杉债,,,
751988,13中信建,,,
751989,13国投01,,,
751990,13东吴债,,,
751991,13日照港,,,
751992,13包钢01,,,
751993,13华泰01,,,
751994,13兴业01,,,
751995,13兴业02,,,
751996,12鲁创投,,,
751997,13川投01,,,
751998,13中信03,,,
751999,13永泰债,,,
000300,沪深300 ,,,
000901,小康指数,,,
