"","Term","Ont","N","DE","P.DE"
"863","digestive system process","BP",106,7,0.0117162625016884
"864","endothelial cell differentiation","BP",106,7,0.0117162625016884
"865","neuron projection regeneration","BP",59,5,0.0117314753632271
"866","cellular response to organic substance","BP",2422,73,0.0117578581716747
"867","negative regulation of intracellular signal transduction","BP",527,21,0.0118533298732669
"868","regulation of myeloid cell differentiation","BP",215,11,0.0119270230935523
"869","organ growth","BP",215,11,0.0119270230935523
"870","positive regulation of cation transmembrane transport","BP",159,9,0.0119981213924712
"871","protein-containing complex remodeling","BP",21,3,0.0120458636760764
"872","lymph vessel morphogenesis","BP",21,3,0.0120458636760764
"873","parasympathetic nervous system development","BP",21,3,0.0120458636760764
"874","prostaglandin transport","BP",21,3,0.0120458636760764
"875","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","BP",21,3,0.0120458636760764
"876","tongue development","BP",21,3,0.0120458636760764
"877","regulation of growth of symbiont in host","BP",21,3,0.0120458636760764
"878","regulation of cell activation","BP",696,26,0.0120755326391847
"879","cellular nitrogen compound metabolic process","BP",5527,151,0.0120960954895909
"880","brain development","BP",629,24,0.0122672084340814
"881","regulation of hormone biosynthetic process","BP",39,4,0.012330975933551
"882","regulation of glial cell proliferation","BP",39,4,0.012330975933551
"883","female pregnancy","BP",160,9,0.01246166223479
"884","tumor necrosis factor-mediated signaling pathway","BP",60,5,0.01256086723498
"885","chemokine-mediated signaling pathway","BP",60,5,0.01256086723498
"886","embryo development ending in birth or egg hatching","BP",802,29,0.0125993935348535
"887","osteoclast differentiation","BP",108,7,0.0128924790399283
"888","positive regulation of reactive oxygen species metabolic process","BP",108,7,0.0128924790399283
"889","positive regulation of calcium ion transport","BP",134,8,0.0129365435315772
"890","cell projection organization","BP",1562,50,0.01295980618582
"891","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",189,10,0.0129844058396105
"892","positive regulation of cytoskeleton organization","BP",218,11,0.0131174312187636
"893","development of primary sexual characteristics","BP",218,11,0.0131174312187636
"894","central nervous system development","BP",875,31,0.013205656444356
"895","adaptive immune response","BP",566,22,0.0132336371593251
"896","outflow tract morphogenesis","BP",84,6,0.0133371364236526
"897","cellular response to growth factor stimulus","BP",600,23,0.0133419181987227
"898","positive regulation of reactive oxygen species biosynthetic process","BP",61,5,0.013429053705962
"899","positive regulation of fat cell differentiation","BP",61,5,0.013429053705962
"900","multi-multicellular organism process","BP",190,10,0.0134323288942779
"901","positive regulation of morphogenesis of an epithelium","BP",40,4,0.0134560927896362
"902","regulation of renal system process","BP",40,4,0.0134560927896362
"903","skeletal muscle contraction","BP",40,4,0.0134560927896362
"904","icosanoid biosynthetic process","BP",40,4,0.0134560927896362
"905","regulation of Rho protein signal transduction","BP",135,8,0.0134824193667338
"906","regulation of fat cell differentiation","BP",135,8,0.0134824193667338
"907","collagen metabolic process","BP",109,7,0.0135113603919389
"908","sulfur amino acid catabolic process","BP",8,2,0.0136654525329959
"909","smooth muscle cell chemotaxis","BP",8,2,0.0136654525329959
"910","atrial cardiac muscle tissue morphogenesis","BP",8,2,0.0136654525329959
"911","regulation of artery morphogenesis","BP",8,2,0.0136654525329959
"912","positive regulation of cell migration by vascular endothelial growth factor signaling pathway","BP",8,2,0.0136654525329959
"913","positive regulation of interleukin-12 biosynthetic process","BP",8,2,0.0136654525329959
"914","protein localization to ciliary transition zone","BP",8,2,0.0136654525329959
"915","hormone transport","BP",372,16,0.0136969120483063
"916","regulation of membrane protein ectodomain proteolysis","BP",22,3,0.01371195761156
"917","retinoic acid metabolic process","BP",22,3,0.01371195761156
"918","positive regulation of intracellular steroid hormone receptor signaling pathway","BP",22,3,0.01371195761156
"919","sulfur compound catabolic process","BP",22,3,0.01371195761156
"920","paraxial mesoderm development","BP",22,3,0.01371195761156
"921","negative regulation of growth of symbiont involved in interaction with host","BP",22,3,0.01371195761156
"922","positive regulation of protein serine/threonine kinase activity","BP",279,13,0.0137288644947464
"923","regulation of smooth muscle cell proliferation","BP",163,9,0.0139323666854181
"924","protein localization to synapse","BP",85,6,0.0140780830024646
"925","negative regulation of growth","BP",280,13,0.0141047443456073
"926","negative regulation of cell motility","BP",280,13,0.0141047443456073
"927","regulation of leukocyte mediated immunity","BP",250,12,0.0141548119972091
"928","regulation of actin cytoskeleton organization","BP",342,15,0.0141908656272151
"929","positive regulation of chemokine production","BP",62,5,0.0143367855865187
"930","muscle tissue development","BP",471,19,0.0143866018279096
"931","regulation of canonical Wnt signaling pathway","BP",221,11,0.0143958496664555
"932","cellular carbohydrate metabolic process","BP",281,13,0.0144884661198604
"933","nucleic acid metabolic process","BP",4260,119,0.0145003580350388
"934","cell junction organization","BP",251,12,0.0145651095027589
"935","central nervous system neuron axonogenesis","BP",41,4,0.0146444200570026
"936","positive regulation of fatty acid metabolic process","BP",41,4,0.0146444200570026
"937","membrane protein ectodomain proteolysis","BP",41,4,0.0146444200570026
"938","negative regulation of insulin receptor signaling pathway","BP",41,4,0.0146444200570026
"939","positive regulation of hydrolase activity","BP",505,20,0.0146927055570616
"940","positive regulation of I-kappaB kinase/NF-kappaB signaling","BP",111,7,0.0148124993192741
"941","monosaccharide transmembrane transport","BP",111,7,0.0148124993192741
"942","steroid hormone mediated signaling pathway","BP",111,7,0.0148124993192741
"943","cell cycle arrest","BP",138,8,0.0152209494858904
"944","regulation of supramolecular fiber organization","BP",345,15,0.0152448861404043
"945","acidic amino acid transport","BP",63,5,0.0152847902190791
"946","central nervous system neuron differentiation","BP",223,11,0.0152989059273574
"947","alpha-beta T cell differentiation","BP",112,7,0.0154954768029819
"948","carbohydrate transmembrane transport","BP",112,7,0.0154954768029819
"949","regulation of postsynaptic membrane potential","BP",112,7,0.0154954768029819
"950","CD4-positive, alpha-beta T cell cytokine production","BP",23,3,0.0155024053807594
"951","mesodermal cell differentiation","BP",23,3,0.0155024053807594
"952","modulation of growth of symbiont involved in interaction with host","BP",23,3,0.0155024053807594
"953","regulation of T-helper 17 type immune response","BP",23,3,0.0155024053807594
"954","actin filament bundle assembly","BP",166,9,0.0155276904855262
"955","regulation of chemokine production","BP",87,6,0.0156450933680734
"956","cellular protein metabolic process","BP",4555,126,0.0158304919727825
"957","stem cell proliferation","BP",139,8,0.0158349981531048
"958","Rho protein signal transduction","BP",195,10,0.0158477536736077
"959","regulation of neutrophil migration","BP",42,4,0.015897030610553
"960","glycosphingolipid metabolic process","BP",42,4,0.015897030610553
"961","bicellular tight junction assembly","BP",42,4,0.015897030610553
"962","response to lipid","BP",818,29,0.0160511568815458
"963","negative regulation of molecular function","BP",996,34,0.0161833548756953
"964","female gonad development","BP",113,7,0.0162005322400537
"965","T cell activation involved in immune response","BP",113,7,0.0162005322400537
"966","regulation of epithelial cell migration","BP",225,11,0.0162438964553575
"967","regulation of lymphocyte proliferation","BP",225,11,0.0162438964553575
"968","CD4-positive, alpha-beta T cell differentiation involved in immune response","BP",64,5,0.0162737707725301
"969","positive regulation of nucleocytoplasmic transport","BP",64,5,0.0162737707725301
"970","carbohydrate derivative metabolic process","BP",997,34,0.016400171503135
"971","regulation of cellular response to insulin stimulus","BP",88,6,0.016472133820066
"972","regulation of protein complex assembly","BP",445,18,0.0164945936736846
"973","negative regulation of ion transport","BP",168,9,0.0166632976037033
"974","smooth muscle cell proliferation","BP",168,9,0.0166632976037033
"975","response to growth factor","BP",613,23,0.0167503755445504
"976","endochondral bone growth","BP",43,4,0.0172149233735506
"977","positive regulation of protein import into nucleus","BP",43,4,0.0172149233735506
"978","tight junction assembly","BP",43,4,0.0172149233735506
"979","regulation of mononuclear cell proliferation","BP",227,11,0.0172319398993402
"980","actin filament bundle organization","BP",169,9,0.0172533460341525
"981","cellular response to toxic substance","BP",169,9,0.0172533460341525
"982","regulation of hepatic stellate cell activation","BP",9,2,0.0173026872590558
"983","positive regulation of vasculogenesis","BP",9,2,0.0173026872590558
"984","regulation of saliva secretion","BP",9,2,0.0173026872590558
"985","positive regulation of unsaturated fatty acid biosynthetic process","BP",9,2,0.0173026872590558
"986","hypotonic response","BP",9,2,0.0173026872590558
"987","positive regulation of penile erection","BP",9,2,0.0173026872590558
"988","regulation of cellular response to osmotic stress","BP",9,2,0.0173026872590558
"989","galactose metabolic process","BP",9,2,0.0173026872590558
"990","atrial cardiac muscle tissue development","BP",9,2,0.0173026872590558
"991","positive regulation of axon guidance","BP",9,2,0.0173026872590558
"992","regulation of dendritic cell chemotaxis","BP",9,2,0.0173026872590558
"993","positive regulation of MHC class II biosynthetic process","BP",9,2,0.0173026872590558
"994","cellular chloride ion homeostasis","BP",9,2,0.0173026872590558
"995","regulation of branching morphogenesis of a nerve","BP",9,2,0.0173026872590558
"996","neutrophil differentiation","BP",9,2,0.0173026872590558
"997","regulation of protein localization to early endosome","BP",9,2,0.0173026872590558
"998","positive regulation of protein localization to early endosome","BP",9,2,0.0173026872590558
"999","observational learning","BP",9,2,0.0173026872590558
"1000","regulation of chromatin assembly or disassembly","BP",9,2,0.0173026872590558
"1001","alpha-beta T cell differentiation involved in immune response","BP",65,5,0.0173044055898702
"1002","regulation of epithelial cell apoptotic process","BP",89,6,0.0173288320158676
"1003","muscle tissue morphogenesis","BP",89,6,0.0173288320158676
"1004","protein-lipid complex assembly","BP",24,3,0.0174181572796293
"1005","ovulation","BP",24,3,0.0174181572796293
"1006","negative regulation of tissue remodeling","BP",24,3,0.0174181572796293
"1007","fluid transport","BP",24,3,0.0174181572796293
"1008","glutamine family amino acid catabolic process","BP",24,3,0.0174181572796293
"1009","integrin activation","BP",24,3,0.0174181572796293
"1010","response to interferon-alpha","BP",24,3,0.0174181572796293
"1011","endothelial cell migration","BP",198,10,0.0174437893070929
"1012","striated muscle tissue development","BP",448,18,0.0175259802781277
"1013","response to peptide","BP",383,16,0.0175401187199385
"1014","forebrain development","BP",383,16,0.0175401187199385
"1015","plasma membrane bounded cell projection organization","BP",1517,48,0.0178037806140399
"1016","learning or memory","BP",289,13,0.0178526355523435
"1017","cation transmembrane transport","BP",686,25,0.0179906273968818
"1018","intracellular receptor signaling pathway","BP",199,10,0.0180012764875961
"1019","gliogenesis","BP",321,14,0.0182113128224759
"1020","regulation of blood vessel endothelial cell migration","BP",90,6,0.0182156503694354
"1021","extrinsic apoptotic signaling pathway","BP",229,11,0.0182641476025209
"1022","regulation of endocytosis","BP",290,13,0.0183114628345065
"1023","response to axon injury","BP",66,5,0.0183773475883027
"1024","alpha-beta T cell activation involved in immune response","BP",66,5,0.0183773475883027
"1025","development of primary female sexual characteristics","BP",116,7,0.0184516268425927
"1026","memory","BP",143,8,0.0184709834021775
"1027","positive regulation of JNK cascade","BP",143,8,0.0184709834021775
"1028","smoothened signaling pathway","BP",143,8,0.0184709834021775
"1029","regulation of reactive oxygen species metabolic process","BP",200,10,0.0185717788806428
"1030","positive regulation of protein tyrosine kinase activity","BP",44,4,0.0185990232831446
"1031","positive regulation of interleukin-8 production","BP",44,4,0.0185990232831446
"1032","positive chemotaxis","BP",44,4,0.0185990232831446
"1033","negative regulation of neuron differentiation","BP",260,12,0.0186759226037844
"1034","cellular amino acid metabolic process","BP",260,12,0.0186759226037844
"1035","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",230,11,0.0187971579648274
"1036","response to peptide hormone","BP",323,14,0.0190992037829942
"1037","response to organophosphorus","BP",91,6,0.0191330402297505
"1038","transmembrane receptor protein serine/threonine kinase signaling pathway","BP",355,15,0.0191992653547798
"1039","dendrite development","BP",292,13,0.0192557541827663
"1040","positive regulation of erythrocyte differentiation","BP",25,3,0.0194598786388378
"1041","adrenal gland development","BP",25,3,0.0194598786388378
"1042","one-carbon metabolic process","BP",25,3,0.0194598786388378
"1043","negative regulation of interleukin-2 production","BP",25,3,0.0194598786388378
"1044","negative regulation of axonogenesis","BP",67,5,0.0194932237108604
"1045","regulation of neuronal synaptic plasticity","BP",67,5,0.0194932237108604
"1046","positive regulation of neural precursor cell proliferation","BP",67,5,0.0194932237108604
"1047","skeletal system morphogenesis","BP",262,12,0.0196968006339546
"1048","regulation of neurological system process","BP",173,9,0.0197666339851687
"1049","regulation of stress-activated MAPK cascade","BP",232,11,0.0198976760091627
"1050","regeneration","BP",145,8,0.0199004842309406
"1051","regulation of osteoblast differentiation","BP",145,8,0.0199004842309406
"1052","regulation of axon guidance","BP",45,4,0.020050181423784
"1053","negative regulation of cellular response to insulin stimulus","BP",45,4,0.020050181423784
"1054","bone morphogenesis","BP",118,7,0.020068999161219
"1055","negative regulation of cell death","BP",1049,35,0.0201472789149238
"1056","cell-matrix adhesion","BP",203,10,0.0203630223216955
"1057","regulation of stress-activated protein kinase signaling cascade","BP",234,11,0.0210450944872174
"1058","vasculogenesis","BP",93,6,0.0210612823837479
"1059","regulation of JUN kinase activity","BP",93,6,0.0210612823837479
"1060","negative regulation of neuron projection development","BP",175,9,0.0211179579235771
"1061","positive regulation of ion transmembrane transport","BP",175,9,0.0211179579235771
"1062","regulation of heart contraction","BP",175,9,0.0211179579235771
"1063","regulation of interleukin-2 secretion","BP",10,2,0.0213001145600614
"1064","regulation of synapse structural plasticity","BP",10,2,0.0213001145600614
"1065","follicle-stimulating hormone secretion","BP",10,2,0.0213001145600614
"1066","negative regulation of urine volume","BP",10,2,0.0213001145600614
"1067","positive regulation of adenylate cyclase activity","BP",10,2,0.0213001145600614
"1068","fibroblast growth factor production","BP",10,2,0.0213001145600614
"1069","regulation of fibroblast growth factor production","BP",10,2,0.0213001145600614
"1070","response to interleukin-18","BP",10,2,0.0213001145600614
"1071","positive regulation of pseudopodium assembly","BP",10,2,0.0213001145600614
"1072","regulation of T-helper 2 cell cytokine production","BP",10,2,0.0213001145600614
"1073","regulation of prostaglandin biosynthetic process","BP",10,2,0.0213001145600614
"1074","chromatin-mediated maintenance of transcription","BP",10,2,0.0213001145600614
"1075","positive regulation of extracellular matrix disassembly","BP",10,2,0.0213001145600614
"1076","learned vocalization behavior or vocal learning","BP",10,2,0.0213001145600614
"1077","interleukin-12 biosynthetic process","BP",10,2,0.0213001145600614
"1078","regulation of interleukin-12 biosynthetic process","BP",10,2,0.0213001145600614
"1079","exocyst localization","BP",10,2,0.0213001145600614
"1080","regulation of plasma membrane bounded cell projection organization","BP",767,27,0.0213254876744606
"1081","female sex differentiation","BP",147,8,0.0214070206164468
"1082","negative regulation of nervous system development","BP",360,15,0.0214479722326892
"1083","detoxification","BP",46,4,0.02156917531651
"1084","interleukin-6 secretion","BP",46,4,0.02156917531651
"1085","bone growth","BP",46,4,0.02156917531651
"1086","regulation of adaptive immune response","BP",205,10,0.0216252562890288
"1087","regulation of urine volume","BP",26,3,0.0216279664642626
"1088","positive regulation of positive chemotaxis","BP",26,3,0.0216279664642626
"1089","negative regulation of biomineral tissue development","BP",26,3,0.0216279664642626
"1090","nitric oxide mediated signal transduction","BP",26,3,0.0216279664642626
"1091","uterus development","BP",26,3,0.0216279664642626
"1092","hepatocyte proliferation","BP",26,3,0.0216279664642626
"1093","epithelial cell proliferation involved in liver morphogenesis","BP",26,3,0.0216279664642626
"1094","regulation of ossification","BP",235,11,0.0216367274049791
"1095","male gonad development","BP",120,7,0.0217827245417728
"1096","insulin receptor signaling pathway","BP",120,7,0.0217827245417728
"1097","vitamin metabolic process","BP",69,5,0.0218561532922473
"1098","dephosphorylation","BP",361,15,0.0219206439598839
"1099","leukocyte proliferation","BP",329,14,0.0219600814072196
"1100","ion transmembrane transport","BP",877,30,0.0223889157926568
"1101","negative regulation of cell migration","BP",267,12,0.0224305862720693
"1102","development of primary male sexual characteristics","BP",121,7,0.0226765034255755
"1103","regulation of blood circulation","BP",237,11,0.0228565049888272
"1104","drug transport","BP",207,10,0.0229434402747854
"1105","negative regulation of inflammatory response","BP",149,8,0.0229925488626518
"1106","developmental growth involved in morphogenesis","BP",268,12,0.0230093806244913
"1107","response to chemokine","BP",70,5,0.0231043265324847
"1108","cellular response to chemokine","BP",70,5,0.0231043265324847
"1109","positive regulation of T cell differentiation","BP",95,6,0.0231169346088506
"1110","regulation of neuron projection development","BP",598,22,0.0231223493485039
"1111","regulation of systemic arterial blood pressure by hormone","BP",47,4,0.023156709352709
"1112","positive regulation of the force of heart contraction by norepinephrine","BP",1,1,0.0231585850719352
"1113","male somatic sex determination","BP",1,1,0.0231585850719352
"1114","prostate induction","BP",1,1,0.0231585850719352
"1115","prostate field specification","BP",1,1,0.0231585850719352
"1116","activation of prostate induction by androgen receptor signaling pathway","BP",1,1,0.0231585850719352
"1117","negative regulation of cellular response to heat","BP",1,1,0.0231585850719352
"1118","induction by virus of host cell-cell fusion","BP",1,1,0.0231585850719352
"1119","helper T cell enhancement of adaptive immune response","BP",1,1,0.0231585850719352
"1120","drug transport across blood-nerve barrier","BP",1,1,0.0231585850719352
"1121","angioblast cell migration","BP",1,1,0.0231585850719352
"1122","animal organ senescence","BP",1,1,0.0231585850719352
"1123","negative regulation of chronic inflammatory response to non-antigenic stimulus","BP",1,1,0.0231585850719352
"1124","multiple spine synapse organization","BP",1,1,0.0231585850719352
"1125","multiple spine synapse organization, single dendrite","BP",1,1,0.0231585850719352
"1126","insecticide metabolic process","BP",1,1,0.0231585850719352
"1127","dibenzo-p-dioxin catabolic process","BP",1,1,0.0231585850719352
"1128","nodal receptor complex assembly","BP",1,1,0.0231585850719352
"1129","regulation of nodal receptor complex assembly","BP",1,1,0.0231585850719352
"1130","negative regulation of nodal receptor complex assembly","BP",1,1,0.0231585850719352
"1131","posterior midgut development","BP",1,1,0.0231585850719352
"1132","enteric smooth muscle cell differentiation","BP",1,1,0.0231585850719352
"1133","neuron projection retraction","BP",1,1,0.0231585850719352
"1134","regulation of neuron remodeling","BP",1,1,0.0231585850719352
"1135","negative regulation of neuron remodeling","BP",1,1,0.0231585850719352
"1136","positive regulation of neutrophil mediated killing of bacterium","BP",1,1,0.0231585850719352
"1137","positive regulation of neutrophil mediated killing of gram-negative bacterium","BP",1,1,0.0231585850719352
"1138","negative regulation of chemokine secretion","BP",1,1,0.0231585850719352
"1139","cerebellum vasculature morphogenesis","BP",1,1,0.0231585850719352
"1140","glutamate decarboxylation to succinate","BP",1,1,0.0231585850719352
"1141","hematopoietic stem cell migration to bone marrow","BP",1,1,0.0231585850719352
"1142","basophil differentiation","BP",1,1,0.0231585850719352
"1143","galactitol metabolic process","BP",1,1,0.0231585850719352
"1144","response to 1-oleoyl-sn-glycerol 3-phosphate","BP",1,1,0.0231585850719352
"1145","cellular response to 1-oleoyl-sn-glycerol 3-phosphate","BP",1,1,0.0231585850719352
"1146","respiratory basal cell differentiation","BP",1,1,0.0231585850719352
"1147","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","BP",1,1,0.0231585850719352
"1148","regulation of carbohydrate phosphatase activity","BP",1,1,0.0231585850719352
"1149","regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","BP",1,1,0.0231585850719352
"1150","positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","BP",1,1,0.0231585850719352
"1151","regulation of fructose 1,6-bisphosphate 1-phosphatase activity","BP",1,1,0.0231585850719352
"1152","positive regulation of fructose 1,6-bisphosphate 1-phosphatase activity","BP",1,1,0.0231585850719352
"1153","regulation of fructose 1,6-bisphosphate metabolic process","BP",1,1,0.0231585850719352
"1154","positive regulation of fructose 1,6-bisphosphate metabolic process","BP",1,1,0.0231585850719352
"1155","regulation of myosin light chain kinase activity","BP",1,1,0.0231585850719352
"1156","positive regulation of myosin light chain kinase activity","BP",1,1,0.0231585850719352
"1157","hepatic immune response","BP",1,1,0.0231585850719352
"1158","interleukin-17 biosynthetic process","BP",1,1,0.0231585850719352
"1159","regulation of interleukin-17 biosynthetic process","BP",1,1,0.0231585850719352
"1160","positive regulation of interleukin-17 biosynthetic process","BP",1,1,0.0231585850719352
"1161","metanephric glomerular basement membrane development","BP",1,1,0.0231585850719352
"1162","glial cell projection elongation","BP",1,1,0.0231585850719352
"1163","endothelial cell-matrix adhesion via fibronectin","BP",1,1,0.0231585850719352
"1164","regulation of endothelial cell-matrix adhesion via fibronectin","BP",1,1,0.0231585850719352
"1165","negative regulation of endothelial cell-matrix adhesion via fibronectin","BP",1,1,0.0231585850719352
"1166","hypochlorous acid metabolic process","BP",1,1,0.0231585850719352
"1167","hypochlorous acid biosynthetic process","BP",1,1,0.0231585850719352
"1168","smooth muscle hyperplasia","BP",1,1,0.0231585850719352
"1169","vitamin E biosynthetic process","BP",1,1,0.0231585850719352
"1170","hepatocyte cell migration","BP",1,1,0.0231585850719352
"1171","branching involved in pancreas morphogenesis","BP",1,1,0.0231585850719352
"1172","acinar cell differentiation","BP",1,1,0.0231585850719352
"1173","positive regulation of forebrain neuron differentiation","BP",1,1,0.0231585850719352
"1174","response to non-ionic osmotic stress","BP",1,1,0.0231585850719352
"1175","cellular response to non-ionic osmotic stress","BP",1,1,0.0231585850719352
"1176","signal clustering","BP",1,1,0.0231585850719352
"1177","hemangioblast cell differentiation","BP",1,1,0.0231585850719352
"1178","atrioventricular bundle cell differentiation","BP",1,1,0.0231585850719352
"1179","regulation of endocardial cushion to mesenchymal transition","BP",1,1,0.0231585850719352
"1180","positive regulation of endocardial cushion to mesenchymal transition","BP",1,1,0.0231585850719352
"1181","regulation of endocardial cushion to mesenchymal transition involved in heart valve formation","BP",1,1,0.0231585850719352
"1182","positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation","BP",1,1,0.0231585850719352
"1183","basophil chemotaxis","BP",1,1,0.0231585850719352
"1184","regulation of protein kinase D signaling","BP",1,1,0.0231585850719352
"1185","positive regulation of protein kinase D signaling","BP",1,1,0.0231585850719352
"1186","Spemann organizer formation at the anterior end of the primitive streak","BP",1,1,0.0231585850719352
"1187","canonical Wnt signaling pathway involved in stem cell proliferation","BP",1,1,0.0231585850719352
"1188","detection of tumor cell","BP",1,1,0.0231585850719352
"1189","cellular response to tumor cell","BP",1,1,0.0231585850719352
"1190","thermosensory behavior","BP",1,1,0.0231585850719352
"1191","coenzyme A catabolic process","BP",1,1,0.0231585850719352
"1192","proepicardium cell migration involved in pericardium morphogenesis","BP",1,1,0.0231585850719352
"1193","protection of DNA demethylation of female pronucleus","BP",1,1,0.0231585850719352
"1194","osteoclast maturation","BP",1,1,0.0231585850719352
"1195","negative regulation of natural killer cell cytokine production","BP",1,1,0.0231585850719352
"1196","lipid tube assembly involved in organelle fusion","BP",1,1,0.0231585850719352
"1197","beta-alanine biosynthetic process","BP",1,1,0.0231585850719352
"1198","beta-alanine biosynthetic process via 3-ureidopropionate","BP",1,1,0.0231585850719352
"1199","hypoglossal nerve development","BP",1,1,0.0231585850719352
"1200","hypoglossal nerve morphogenesis","BP",1,1,0.0231585850719352
"1201","glycine betaine biosynthetic process from choline","BP",1,1,0.0231585850719352
"1202","glycine betaine metabolic process","BP",1,1,0.0231585850719352
"1203","glycine betaine biosynthetic process","BP",1,1,0.0231585850719352
"1204","chemorepulsion of branchiomotor axon","BP",1,1,0.0231585850719352
"1205","borate transport","BP",1,1,0.0231585850719352
"1206","central nervous system interneuron axonogenesis","BP",1,1,0.0231585850719352
"1207","proteolysis","BP",1656,51,0.0232366999023507
"1208","positive regulation of cell activation","BP",463,18,0.0234523288578684
"1209","regulation of leukocyte proliferation","BP",238,11,0.0234849125623141
"1210","regulation of cellular component size","BP",397,16,0.023572356357636
"1211","acute inflammatory response","BP",122,7,0.0235952982830801
"1212","regulation of T cell differentiation","BP",150,8,0.0238155304424448
"1213","amino acid transport","BP",150,8,0.0238155304424448
"1214","trabecula formation","BP",27,3,0.0239225653709619
"1215","regulation of positive chemotaxis","BP",27,3,0.0239225653709619
"1216","hyaluronan metabolic process","BP",27,3,0.0239225653709619
"1217","CD8-positive, alpha-beta T cell activation","BP",27,3,0.0239225653709619
"1218","chemical synaptic transmission, postsynaptic","BP",96,6,0.0241935405138227
"1219","sulfur compound metabolic process","BP",270,12,0.0241999012879582
"1220","regulation of cell projection organization","BP",776,27,0.0242749227629188
"1221","positive regulation of osteoblast differentiation","BP",71,5,0.024397672707299
"1222","T cell differentiation involved in immune response","BP",71,5,0.024397672707299
"1223","regulation of tyrosine phosphorylation of STAT protein","BP",71,5,0.024397672707299
"1224","regulation of striated muscle cell differentiation","BP",123,7,0.0245394046190733
"1225","positive regulation of small molecule metabolic process","BP",151,8,0.0246589669295177
"1226","regulation of interleukin-6 production","BP",151,8,0.0246589669295177
"1227","positive regulation of B cell mediated immunity","BP",48,4,0.0248134153614784
"1228","positive regulation of immunoglobulin mediated immune response","BP",48,4,0.0248134153614784
"1229","tight junction organization","BP",48,4,0.0248134153614784
"1230","positive regulation of protein import","BP",48,4,0.0248134153614784
"1231","regulation of cell-substrate adhesion","BP",210,10,0.0250283592172761
"1232","sodium ion transport","BP",210,10,0.0250283592172761
"1233","muscle organ morphogenesis","BP",97,6,0.0253031745088971
"1234","positive regulation of interleukin-6 production","BP",97,6,0.0253031745088971
"1235","male sex differentiation","BP",152,8,0.0255230857556136
"1236","negative regulation of protein secretion","BP",152,8,0.0255230857556136
"1237","optic nerve development","BP",11,2,0.0256391616853128
"1238","positive regulation of monocyte chemotactic protein-1 production","BP",11,2,0.0256391616853128
"1239","hepatic stellate cell activation","BP",11,2,0.0256391616853128
"1240","regulation of penile erection","BP",11,2,0.0256391616853128
"1241","vascular smooth muscle cell development","BP",11,2,0.0256391616853128
"1242","regulation of chronic inflammatory response","BP",11,2,0.0256391616853128
"1243","positive regulation of protein kinase C signaling","BP",11,2,0.0256391616853128
"1244","positive regulation of chemokine biosynthetic process","BP",11,2,0.0256391616853128
"1245","retinoic acid biosynthetic process","BP",11,2,0.0256391616853128
"1246","diterpenoid biosynthetic process","BP",11,2,0.0256391616853128
"1247","embryonic camera-type eye formation","BP",11,2,0.0256391616853128
"1248","regulation of pseudopodium assembly","BP",11,2,0.0256391616853128
"1249","regulation of epithelial cell proliferation involved in prostate gland development","BP",11,2,0.0256391616853128
"1250","post-embryonic camera-type eye development","BP",11,2,0.0256391616853128
"1251","regulation of eating behavior","BP",11,2,0.0256391616853128
"1252","regulation of branching involved in salivary gland morphogenesis","BP",11,2,0.0256391616853128
"1253","postsynaptic membrane assembly","BP",11,2,0.0256391616853128
"1254","ganglioside biosynthetic process","BP",11,2,0.0256391616853128
"1255","negative regulation of T-helper 17 cell differentiation","BP",11,2,0.0256391616853128
"1256","trigeminal nerve development","BP",11,2,0.0256391616853128
"1257","regulation of hippo signaling","BP",11,2,0.0256391616853128
"1258","negative regulation of neurogenesis","BP",336,14,0.0256909752025896
"1259","positive regulation of response to wounding","BP",72,5,0.0257366823956829
"1260","organic acid catabolic process","BP",211,10,0.0257526500204811
"1261","carboxylic acid catabolic process","BP",211,10,0.0257526500204811
"1262","positive regulation of alcohol biosynthetic process","BP",28,3,0.0263435828363846
"1263","positive regulation of long-term synaptic potentiation","BP",28,3,0.0263435828363846
"1264","central nervous system projection neuron axonogenesis","BP",28,3,0.0263435828363846
"1265","T cell lineage commitment","BP",28,3,0.0263435828363846
"1266","regulation of regulatory T cell differentiation","BP",28,3,0.0263435828363846
"1267","branching involved in salivary gland morphogenesis","BP",28,3,0.0263435828363846
"1268","liver morphogenesis","BP",28,3,0.0263435828363846
"1269","T-helper 17 cell differentiation","BP",28,3,0.0263435828363846
"1270","multicellular organismal response to stress","BP",98,6,0.0264462012604066
"1271","multicellular organism growth","BP",212,10,0.0264918502758009
"1272","regulation of extent of cell growth","BP",125,7,0.026504698899474
"1273","negative regulation of blood coagulation","BP",49,4,0.0265398533003005
"1274","lipid phosphorylation","BP",49,4,0.0265398533003005
"1275","negative regulation of immune system process","BP",470,18,0.0266912984008915
"1276","neuron death","BP",404,16,0.0271199578632693
